downloads,recent_downloads,updated_at_days_ago,created_at_days_ago,cvss_score,label,max_version_encoded
414530.4230583944,20852.41924530757,,,0.0,1,17
14110486.535069562,1785358.6843439513,,,0.0,1,31
55860163.091342926,6408330.454186314,,,0.0,1,247
10353.4548850395,860.8914547333819,,,0.0,1,92
15717.454164691771,2922.504389483365,,,0.0,1,25
2609861.693465669,479566.05439045245,,,0.0,1,310
5465202.881004836,1140962.7847321026,,,0.0,1,80
365830.2120030564,62384.75520905298,,,0.0,1,359
896914.9491924305,26916.29576428988,,,0.0,1,155
98707406.68902358,19030260.086176123,,,0.0,1,236
19605.03107705308,1225.420247607699,,,0.0,1,125
22263938.45942172,5753820.084523298,,,0.0,1,83
40758.24010545611,12270.002613138377,,,0.0,1,220
7006.44271878032,1013.6125788007668,,,0.0,1,126
23879.77741763051,2035.9619144869544,,,0.0,1,181
37236.02558596095,16655.60538646954,,,0.0,1,189
1433704.5698519405,340689.1329326636,,,0.0,1,52
4288784.756092437,3353752.2316735145,,,0.0,1,351
81643588.23594382,19800419.24444826,,,0.0,1,199
10730638.909646291,2255227.6681321235,,,0.0,1,215
155684742.19042084,57011933.73836482,,,0.0,1,231
7479.713371811951,2357.43314975847,,,0.0,1,290
2705227.175485496,428834.10966230807,,,0.0,1,120
10121359.72675563,2747099.214614388,,,0.0,1,83
22510888.087043423,5585336.696317365,,,0.0,1,218
27298105.30118438,4830910.08253651,,,0.0,1,149
11408.411285672237,989.5544138352426,,,0.0,1,92
6858.487404645873,1558.479534975692,,,0.0,1,25
551483.5614272028,122209.41697607908,,,0.0,1,327
18403.34153692704,4615.175424142176,,,0.0,1,28
13941860.118390124,544022.05624896,,,0.0,1,92
12435954.313115863,2754342.6253798525,,,0.0,1,358
4913946.143810232,797756.6751445611,,,0.0,1,332
2773726.8651346387,379848.2439197977,,,0.0,1,76
4803515.382861872,341273.1670909305,,,0.0,1,229
11450.781638184317,1549.745467972729,,,0.0,1,162
44615.40301692511,9244.529857729927,,,0.0,1,147
1798310.972980728,352485.4205709293,,,0.0,1,41
725272.9936069859,23626.507100547853,,,0.0,1,244
13551726.18483366,1750364.931433804,,,0.0,1,30
130264.53531270874,15394.49033286801,,,0.0,1,256
2510847.279801421,222125.70831651668,,,0.0,1,33
512652728.86182624,79079056.10815483,,,0.0,1,237
4481253.946686146,73840.10949933022,,,0.0,1,265
147167.30092240605,27548.82456246389,,,0.0,1,37
51142400.11258777,6377276.313708016,,,0.0,1,41
81842.27176362676,5537.22188593349,,,0.0,1,131
29595.477588125894,5324.277463637751,,,0.0,1,277
932877.1761726482,449486.895786981,,,0.0,1,98
5495911.521286847,577557.40053042,,,0.0,1,74
10396718.048564397,2591981.779508621,,,0.0,1,217
10215.136149673195,1153.1057067158197,,,0.0,1,318
68463.38622998899,4380.978079917016,,,0.0,1,89
19028.33285789158,1792.0233295530977,,,0.0,1,195
3324841.111876248,841990.0887418563,,,0.0,1,71
3817392.735433669,64460.84444727312,,,0.0,1,264
3649.830230106662,421.0160566347711,,,0.0,1,9
4260288.944458611,403227.61794405,,,0.0,1,231
30451610.40256483,8850800.43270913,,,0.0,1,181
61001.78592313387,12531.704149580826,,,0.0,1,55
10006106.844128234,989116.0860584438,,,0.0,1,42
19637923.28251344,1853819.187712224,,,0.0,1,213
5808.3731129270645,1269.2561624626176,,,0.0,1,157
319580.9571718425,32396.490327598407,,,0.0,1,172
69491.77782395411,7871.513778157331,,,0.0,1,34
32264129.19956007,4686870.887790412,,,0.0,1,149
1560.9929257956696,212.78191878387764,,,0.0,1,232
91953.70915508582,6191.212889002122,,,0.0,1,131
1893612.640475127,45465.99988629706,,,0.0,1,242
2558414.0561470464,392221.8198458145,,,0.0,1,120
13674.23991519283,1591.5977285459342,,,0.0,1,131
6373809.630617823,923421.6054079678,,,0.0,1,78
9415391.828069296,241002.3180007049,,,0.0,1,9
36998.285548947686,7668.7235097388675,,,0.0,1,74
15691.6245597036,2277.3027246445145,,,0.0,1,90
183991.181891764,12867.776814657427,,,0.0,1,89
276774.7987831836,4557.015882820127,,,0.0,1,125
68532108.48686248,12611069.86555384,,,0.0,1,275
166797594.90059942,27773993.789983854,,,0.0,1,250
7536.199405669045,1687.970507080918,,,0.0,1,150
46198.7068688888,3657.566176850696,,,0.0,1,76
344039886.31101125,45227367.45428175,,,0.0,1,233
480272.6008735526,35884.656486126056,,,0.0,1,181
26257.36847380245,1024.877192386805,,,0.0,1,22
377427.0984902837,123635.9318814403,,,0.0,1,79
3043105.032827351,518861.8956171049,,,0.0,1,242
16112385.558343614,3080137.4369601943,,,0.0,1,320
19285004.64864304,422513.4049810212,,,0.0,1,156
5437835.359578298,164980.5163209477,,,0.0,1,135
82532723.0589967,19300399.091879167,,,0.0,1,199
23176846.47657864,5997275.925361424,,,0.0,1,218
29572.937933832145,4831.502924190765,,,0.0,1,265
9223959.069205943,674880.1876978313,,,0.0,1,257
28328.878283100075,8198.925354739149,,,0.0,1,41
2171601.175871559,41322.29010401088,,,0.0,1,242
8538128.083155582,2462389.953306096,,,0.0,1,191
4538311.272482409,2625261.074568642,,,0.0,1,117
106693.58829052075,5570.351203034362,,,0.0,1,181
12302.035611180205,2081.629356861711,,,0.0,1,12
57597.533148205504,2835.908106900895,,,0.0,1,189
6649455.521279425,987376.4481000592,,,0.0,1,79
2782.425147659989,478.0715182938391,,,0.0,1,87
148500.37455231734,21724.550204094903,,,0.0,1,129
73597151.68075357,12521102.611952802,,,0.0,1,274
155174.42754261548,20138.020833960927,,,0.0,1,95
178767.1548532399,9895.914845849014,,,0.0,1,72
131178191.62729402,13984023.94780706,,,0.0,1,189
479010.4876224775,114107.44995891054,,,0.0,1,325
50179.787134618426,3916.590580985605,,,0.0,1,78
310858.2143230714,32366.711406119448,,,0.0,1,221
11038072.92939213,2578601.9362621373,,,0.0,1,252
94837.9471832283,13835.958929386314,,,0.0,1,42
13647982.42758418,3649369.768343856,,,0.0,1,322
52050.78432036791,5234.644085461931,,,0.0,1,100
14188961.6899861,3876359.919203367,,,0.0,1,62
1892356.7658812169,45763.05223469686,,,0.0,1,242
436303.0370261371,104391.30302063604,,,0.0,1,327
266969.01047072123,16556.46683572705,,,0.0,1,217
5988046.063100837,557805.3332632122,,,0.0,1,165
864702.9000709091,37886.00278043375,,,0.0,1,342
6077872.734701392,1627014.0951930925,,,0.0,1,18
43685185.82212539,10377361.408168549,,,0.0,1,284
11563709.897289569,2475421.5548988334,,,0.0,1,23
13103786.511683546,3798174.468432541,,,0.0,1,219
10485488.803326145,1051287.0871320085,,,0.0,1,174
3358110.214083425,466657.906234381,,,0.0,1,237
3177248.761031472,505710.1574063857,,,0.0,1,13
17079758.911199037,2417659.318655647,,,0.0,1,356
39234.495843625766,3013.489640406025,,,0.0,1,297
439965.7612020812,94731.14093788948,,,0.0,1,27
897632.854521438,32591.441886327648,,,0.0,1,111
45026939.06747629,25194839.27654932,,,0.0,1,43
30899.53374519853,4915.887665391243,,,0.0,1,3
2863524.059279479,169329.26815507186,,,0.0,1,70
42609.55849424628,5702.238777224527,,,0.0,1,155
115015.07072139556,13202.270822769497,,,0.0,1,64
1880264.7602863305,126755.56907082746,,,0.0,1,222
106805277.6608198,14757028.384856904,,,0.0,1,55
37417.288568508615,6462.02119335707,,,0.0,1,170
319649.1786080526,64334.09588482908,,,0.0,1,283
37926.35739549311,5215.197576287458,,,0.0,1,155
1115306.154477879,198537.01034117164,,,0.0,1,47
488322.2458232784,40477.55954672126,,,0.0,1,205
26000900.69522396,4546362.994466782,,,0.0,1,64
22851.05465751105,3132.7171226253035,,,0.0,1,208
15899.948389087034,1748.3969421401257,,,0.0,1,134
9710380.054935755,2450990.511530906,,,0.0,1,83
4605562.175264794,947362.90097509,,,0.0,1,314
234456947.34006807,34893255.48646854,,,0.0,1,162
238536490.591058,41172647.78271308,,,0.0,1,30
65243.201764784986,2224.1541172761536,,,0.0,1,157
591289.6235046878,63803.978173035466,,,0.0,1,70
2241.402809085948,140.2128122061139,,,0.0,1,0
616612.1738164783,5336.32470282796,,,0.0,1,217
93938.23554637424,4648.38652675816,,,0.0,1,220
53610.81249958732,16166.430730579352,,,0.0,1,125
539358.7737340827,35100.3883960744,,,0.0,1,158
1434358.654409767,278018.9632167341,,,0.0,1,116
384779.71057446575,69361.09268149732,,,0.0,1,183
19203.917855110805,3494.947186426028,,,0.0,1,268
33019249.39168028,4825797.739643743,,,0.0,1,323
189790076.01152807,13367656.264202865,,,0.0,1,89
7638.162610474847,882.3005327704126,,,0.0,1,126
50623427.350889735,9166612.648460116,,,0.0,1,300
52936.81592112307,1490.7864426293763,,,0.0,1,18
4713083.614363075,1058907.1322277847,,,0.0,1,269
184701402.34760767,24613651.358593386,,,0.0,1,329
6547.42499735025,940.5306430263926,,,0.0,1,18
129547014.89159048,32212997.20795646,,,0.0,1,198
6479143.799118982,591658.7610374514,,,0.0,1,183
16202.201878563315,2676.350104135173,,,0.0,1,220
2547.4200052266365,978.1702503117089,,,0.0,1,182
2109298.3566313176,437324.0634902787,,,0.0,1,308
10375031.733600482,2990736.3213615813,,,0.0,1,253
54509010.458405726,9389628.317135837,,,0.0,1,223
8661.201205403933,1036.1319089492208,,,0.0,1,90
68055959.17130508,17686064.864671424,,,0.0,1,88
23330.425369124296,2881.1271895190603,,,0.0,1,196
21566.839809616013,2522.542654449497,,,0.0,1,160
35713553.675011955,1262994.3935447717,,,0.0,1,133
7711.342970371837,741.1100647739087,,,0.0,1,125
113974.01063034384,17408.24710086312,,,0.0,1,240
65805434.56286012,6161160.637743406,,,0.0,1,167
36067254.4168341,7173850.544544769,,,0.0,1,156
12568575.568953369,399355.7574782198,,,0.0,1,247
15147917.74258067,2343889.3503323253,,,0.0,1,288
1005346.980567368,170691.9800976415,,,0.0,1,346
358434.6126473559,69240.99925596424,,,0.0,1,303
519808.66291302687,79847.62047370298,,,0.0,1,306
53146502.1266138,8660361.425458528,,,0.0,1,184
5196.273834927109,764.6035151182198,,,0.0,1,157
25336.33851213977,1997.6335264165964,,,0.0,1,182
176056178.87961948,21071804.123722017,,,0.0,1,252
9053730.019420316,1748625.4846373815,,,0.0,1,114
214269.5729196889,11332.451601180912,,,0.0,1,4
478660.3212030505,31831.60784572436,,,0.0,1,232
341906367.6831059,36385503.14122345,,,0.0,1,138
362042421.06887496,46536678.75602672,,,0.0,1,157
37068.17910261415,5874.041192346239,,,0.0,1,182
22968406.241932027,2034632.197124428,,,0.0,1,209
24868.10842465798,878.7714495613694,,,0.0,1,23
224173381.0802179,43080191.06126794,,,0.0,1,231
986206.7790293496,140310.45106688142,,,0.0,1,264
59293.1670449248,2141.7773649088736,,,0.0,1,208
2573087.982664235,28874.632586208107,,,0.0,1,10
21578392.081272684,2294396.100757237,,,0.0,1,207
12949226.799566986,1814482.2185707649,,,0.0,1,29
49045.62398593773,3959.913994123681,,,0.0,1,218
12721820.45264914,3193417.081807617,,,0.0,1,81
133823916.55581358,51415166.51843738,,,0.0,1,233
1543822.7339009682,408987.0168923968,,,0.0,1,42
2627301.3370256945,36891.06128630461,,,0.0,1,243
2244515.9621713893,40320.14501928866,,,0.0,1,243
44711624.19232556,30785217.86288602,,,0.0,1,45
489477.7101072217,45452.76237871335,,,0.0,1,181
20229.118620105663,2280.024221799822,,,0.0,1,195
14376091.000016157,1475219.5786039166,,,0.0,1,309
15782.681434486054,1998.7387498251728,,,0.0,1,156
530056.064036236,96118.69719557138,,,0.0,1,96
70527.82691196409,9657.441302284078,,,0.0,1,309
4852.524094434504,613.0820892674278,,,0.0,1,7
46350.20789059237,9617.996763009758,,,0.0,1,187
52204856.6110329,6551377.098009319,,,0.0,1,341
98708.6586658056,19285.71310295619,,,0.0,1,201
38015869.97519882,9863330.403087003,,,0.0,1,132
546594.7140853248,41281.66829668825,,,0.0,1,183
232194.32118763748,21982.536446062644,,,0.0,1,289
71996535.00409809,11880940.930983346,,,0.0,1,77
667397.0831329596,195934.69791788288,,,0.0,1,301
3727.131062202882,505.2310925691208,,,0.0,1,10
24953949.18144011,2512490.849307497,,,0.0,1,209
24614997.740794644,6866078.8256781725,,,0.0,1,317
273912182.01862353,53358795.01451783,,,0.0,1,280
6759.77793296839,902.3911648993544,,,0.0,1,23
5122.379077119326,3444.2002500251647,,,0.0,1,86
18251807.197012667,2495822.3040342005,,,0.0,1,355
6859225.040944235,819109.769943727,,,0.0,1,335
24599603.40261414,3290386.111904512,,,0.0,1,140
41165.74713654525,3235.75938813568,,,0.0,1,342
11929953.782199169,2412294.280726565,,,0.0,1,171
1125713.7845764142,444886.1146156676,,,0.0,1,80
159340.45768961718,2216.772273101476,,,0.0,1,156
3581115.3067572867,55806.13880465988,,,0.0,1,238
56534426.17056125,6085184.357329699,,,0.0,1,42
370211.45962818793,141042.97812246354,,,0.0,1,80
47699771.25479215,4077850.812155104,,,0.0,1,109
16811432.762886375,2347651.325367568,,,0.0,1,355
9407072.150647908,1938341.0455101407,,,0.0,1,60
489461.98512177874,46956.96483824175,,,0.0,1,266
13297830.74701744,4802484.130441941,,,0.0,1,61
38096995.74912164,1208797.4295406898,,,0.0,1,197
819194.6804978909,6177.3441050825,,,0.0,1,155
498420.2623488981,94888.62853183573,,,0.0,1,314
511687.7179737492,100628.33386123712,,,0.0,1,327
6440.641979773685,1447.2210796669965,,,0.0,1,85
1840.594250928177,190.0944624546312,,,0.0,1,9
108159.29027357124,17712.476434611137,,,0.0,1,201
12742.005748012498,1749.502831916306,,,0.0,1,137
19734051.5867952,467960.0310582292,,,0.0,1,158
6944036.375563252,1168713.0859958306,,,0.0,1,80
32803077.10284388,1245502.921591619,,,0.0,1,133
22721.844989221496,6039.2534814798855,,,0.0,1,30
13872.62153604548,3537.843651929949,,,0.0,1,314
29709.96758772725,6407.593718048259,,,0.0,1,312
317387.51126847905,54422.71598961962,,,0.0,1,183
135772.28504722778,24885.828912208945,,,0.0,1,360
1712.31178307885,269.14353356491586,,,0.0,1,1
13579.079648513376,2193.064753185524,,,0.0,1,11
3954614.678235594,544029.8133672767,,,0.0,1,47
32079028.65087616,6468005.796989451,,,0.0,1,269
1942.1997115837828,221.64311326691472,,,0.0,1,10
315286.59578899987,39221.12667323389,,,0.0,1,346
38017946.70574355,26349941.44052156,,,0.0,1,43
392722.5081344442,14817.913982790154,,,0.0,1,208
2307814.151299824,453048.0923907328,,,0.0,1,309
2340238.4363105567,514065.90418914176,,,0.0,1,308
27060.65331675216,2044.2242879155845,,,0.0,1,127
323352942.73231965,45694288.5832775,,,0.0,1,157
8612949.619645245,2200300.522434572,,,0.0,1,154
1421.771003310406,208.10285473425523,,,0.0,1,231
1881414.205847317,120067.74411301114,,,0.0,1,224
1720211.0571553456,179010.56911124315,,,0.0,1,160
3585.552307557045,307.36016131568573,,,0.0,1,9
20062644.50460968,4814053.709595074,,,0.0,1,50
46421.87902447929,3944.742826923816,,,0.0,1,217
6582.452221521002,1018.8457376640206,,,0.0,1,20
4977982.779824053,309165.4003128959,,,0.0,1,97
71997.37163780938,4910.798795102316,,,0.0,1,49
516468497.2557661,67586573.43538642,,,0.0,1,236
10688060.862935726,2559304.957135895,,,0.0,1,82
7417.207902340789,780.5865973268374,,,0.0,1,20
325833933.32757026,42702532.75971116,,,0.0,1,252
519125.3043370845,33219.72479135861,,,0.0,1,231
73838.02683634139,2236.175019660997,,,0.0,1,125
12397.787041176656,825.6677302192428,,,0.0,1,92
487394.38269675465,15897.709752342456,,,0.0,1,323
263839.6957319524,6783.927428928117,,,0.0,1,126
4856973.913116087,827751.0748680615,,,0.0,1,268
236728095.74615368,38559894.84757154,,,0.0,1,120
91048.70577518934,7476.459642761099,,,0.0,1,322
371521.3719124049,86656.25683629594,,,0.0,1,43
15562870.717770215,387789.8751368471,,,0.0,1,156
22105.551361665934,2651.3457791992096,,,0.0,1,160
53675162.34894674,5751539.8595927125,,,0.0,1,227
11753.000490995151,3180.8568958683563,,,0.0,1,80
1996910.097058504,27522.57445475069,,,0.0,1,189
42747.5126817858,6937.806906227924,,,0.0,1,152
366266.5232172632,290892.54867306893,,,0.0,1,183
123340.17933599484,12169.05687144318,,,0.0,1,175
71315244.15653805,16444432.689358538,,,0.0,1,89
1610.142471741394,194.24287417451785,,,0.0,1,10
2078417.408128098,83044.94749063013,,,0.0,1,298
8802569.812482027,2293443.18709692,,,0.0,1,155
77930.11025545378,9608.63021675569,,,0.0,1,189
48134.572423876925,8537.992765544946,,,0.0,1,316
3785.621768203522,474.6237182672194,,,0.0,1,248
3275582.1494177408,230165.57294719564,,,0.0,1,35
24991.588511247835,2834.6938798290143,,,0.0,1,42
10659714.389301008,2402976.8746805526,,,0.0,1,145
9167.388974682352,1547.5972471222383,,,0.0,1,195
33553037.022076983,5625250.998970479,,,0.0,1,270
329829.0041327046,61675.87204179029,,,0.0,1,281
4309.961126886057,494.9519253216801,,,0.0,1,3
3207.0722192815992,304.4445846035441,,,0.0,1,8
388607.73704952496,13066.776808289702,,,0.0,1,14
93862.60061217684,4942.198725794343,,,0.0,1,218
1847230.258881196,65285.86052304438,,,0.0,1,169
42522.29754333436,4776.593614471764,,,0.0,1,101
13457944.345707849,1683033.2399024686,,,0.0,1,101
31041.33082758242,2790.1219523297177,,,0.0,1,132
9328802.927013513,662601.364721384,,,0.0,1,255
140747.48764373973,4574.4610578474,,,0.0,1,0
344851.23689848377,63502.01721755449,,,0.0,1,103
27409.49892707265,7995.74767213746,,,0.0,1,40
15439633.163162865,888956.0596920603,,,0.0,1,75
23209.619750627666,5352.957909869043,,,0.0,1,28
1533.419554232083,310.9993431395331,,,0.0,1,0
36494498.48995942,5507074.324765754,,,0.0,1,46
48685.39106528316,9461.502472710696,,,0.0,1,187
72834.68597925788,12677.503896561791,,,0.0,1,56
171423.93152408052,15450.149650287864,,,0.0,1,9
120562421.42192768,18586653.9037914,,,0.0,1,354
3214.907093870195,376.7259437397543,,,0.0,1,249
26339361.650879923,1485654.5870829113,,,0.0,1,290
6550360.116115787,1643948.8644556436,,,0.0,1,82
12219491.571773682,2109730.547514907,,,0.0,1,23
21952969.851002567,3802498.985570253,,,0.0,1,110
35930.96509577626,3542.7002383748163,,,0.0,1,33
23356.73717796767,5197.108766221066,,,0.0,1,263
14253057.441731509,4042198.776267593,,,0.0,1,61
870957.8844956629,74443.48092916344,,,0.0,1,211
3109852.0575410617,944969.4119737695,,,0.0,1,76
37603.5914598943,3833.683178686932,,,0.0,1,239
9790.497494057736,1390.9355102629745,,,0.0,1,298
111751.01578017812,22725.4970713761,,,0.0,1,211
142199.90073108583,25104.60275748252,,,0.0,1,359
48313.64871175325,5849.947662731384,,,0.0,1,101
149392.4674753338,18984.05210584268,,,0.0,1,332
45993406.0085185,1822667.4803572784,,,0.0,1,93
8425.625702172392,1184.595507958304,,,0.0,1,326
56530491.22594152,5670353.187210355,,,0.0,1,248
134520.1951499846,32088.69245065268,,,0.0,1,36
11671579.939907515,274419.3607656126,,,0.0,1,10
4390.698022006764,714.2818736111841,,,0.0,1,157
313447844.2995223,39960805.55977081,,,0.0,1,250
2550098.549764242,376652.5656504768,,,0.0,1,118
11474.931683247163,2200.7663811071543,,,0.0,1,297
371150.2704442501,20092.779497499887,,,0.0,1,152
4018357.9929800015,464566.0530797047,,,0.0,1,55
1195447.743074491,501495.0906615433,,,0.0,1,79
405458.28721513815,65009.30658512335,,,0.0,1,36
6402774.914072238,494085.88355924137,,,0.0,1,73
121913439.48769462,28896210.699259154,,,0.0,1,184
3453.317314820204,401.2600276640781,,,0.0,1,249
4410681.453202346,351524.0007660954,,,0.0,1,196
4632.955664783315,666.3316219485347,,,0.0,1,5
8643.537689647492,1340.7643227722365,,,0.0,1,185
55027715.20594149,13029197.318523625,,,0.0,1,116
402382.9447182613,66770.07430951152,,,0.0,1,307
9551.090690011526,1526.3826219721043,,,0.0,1,298
57418.654651371486,718.666804795191,,,0.0,1,125
14477462.483191406,2416282.3582013384,,,0.0,1,288
45787.92819319773,5069.964493704565,,,0.0,1,234
42696.20701172797,18036.6617400998,,,0.0,1,127
5483953.302679915,219356.35762973543,,,0.0,1,242
59054.65002832908,3561.6178560826684,,,0.0,1,231
11594.811166583828,1801.6566319049743,,,0.0,1,296
29078.20144678201,2165.292854811805,,,0.0,1,125
706726.2341612959,138896.8217163211,,,0.0,1,340
5730909.96167134,224483.78123463143,,,0.0,1,242
16107.043249796285,1743.4303432165634,,,0.0,1,91
250205517.503137,46100533.79704408,,,0.0,1,167
8547.4684775171,881.2226660405269,,,0.0,1,15
16101.443070994012,1866.0814475423488,,,0.0,1,299
181394099.73034343,38020395.37988429,,,0.0,1,61
305983417.3374099,37718070.40827311,,,0.0,1,136
13131.701603983514,1862.2764832270727,,,0.0,1,296
50891.62858066631,6088.37519326968,,,0.0,1,234
2109.061851769813,185.46937277996847,,,0.0,1,0
21473857.3342396,5421314.828866326,,,0.0,1,82
66070.62766698768,13545.930556258289,,,0.0,1,56
702929.1456235702,73710.45984093449,,,0.0,1,361
8875.928433295674,1426.0396391014754,,,0.0,1,161
313851.01976373047,70876.79044117522,,,0.0,1,305
19195.04218238764,2322.0699784889457,,,0.0,1,208
11572941.272245193,1907285.19195444,,,0.0,1,59
480345.86602629645,129346.62183217688,,,0.0,1,327
7248926.573487726,610353.9710202134,,,0.0,1,184
33287.23352037652,12891.623441099608,,,0.0,1,123
183202.63663634224,21824.59334477733,,,0.0,1,345
31664401.97267597,3218439.260384684,,,0.0,1,349
9643.068602645268,895.8265859072408,,,0.0,1,156
169387.3995576824,12662.450948122578,,,0.0,1,89
81189.7062223114,10193.360830383288,,,0.0,1,172
43792544.71228217,9807151.747067166,,,0.0,1,279
134643.91002081346,1242.2388814974713,,,0.0,1,8
49697638.51323221,1552524.3884216317,,,0.0,1,94
3065.897721847497,433.25966248849625,,,0.0,1,244
54596.691283904736,5183.875965498191,,,0.0,1,235
263729240.5248437,48263532.09326189,,,0.0,1,276
11763268.611564193,2978738.731647985,,,0.0,1,193
5171404.11841675,462803.0612173056,,,0.0,1,352
373849138.1822871,51442407.34216056,,,0.0,1,293
39480.61594231483,6524.735696676236,,,0.0,1,172
30489.20534101377,4724.567975361794,,,0.0,1,16
761047.2791893178,119985.17841175717,,,0.0,1,291
14767597.377114454,617214.3367946121,,,0.0,1,242
9196.161311975811,2037.67034177904,,,0.0,1,96
78031.78777785249,4897.606128339401,,,0.0,1,244
84280.54594151219,7039.170873989571,,,0.0,1,33
26016.29888305508,3912.2107343246425,,,0.0,1,198
2739.6966440156634,1072.737570400196,,,0.0,1,181
507907.77641048975,132739.82353970857,,,0.0,1,327
16600.259240138643,2740.6927852690496,,,0.0,1,25
200007408.3279805,39622313.54820798,,,0.0,1,119
73204.23924978457,4598.12597490077,,,0.0,1,91
36309378.94499717,4824865.190373471,,,0.0,1,254
3985888.4581588833,725967.6603023794,,,0.0,1,143
95629975.58593412,4880662.874019779,,,0.0,1,243
9536.988896996048,2145.8099783383955,,,0.0,1,290
4202100.070671594,924586.6825501464,,,0.0,1,80
160119.56428294294,17808.927164754645,,,0.0,1,129
26182902.83862441,4389018.521905254,,,0.0,1,210
77802.59182874736,13189.51145728848,,,0.0,1,211
6423921.293187457,338124.4826062637,,,0.0,1,99
10843862.9384077,1411442.573431925,,,0.0,1,154
377910.96239968936,140547.18122741207,,,0.0,1,79
568704.5997104982,4595.02745972503,,,0.0,1,218
4508811.914352357,694394.8279611688,,,0.0,1,142
13260850.212852033,2880127.4278089446,,,0.0,1,61
137135.6405226241,6692.450845446124,,,0.0,1,220
9465.926605824676,2072.5089691201533,,,0.0,1,97
91969796.93450782,10934249.250834988,,,0.0,1,357
3632784.8957706033,182936.1471361513,,,0.0,1,277
22615703.45925374,2550488.2698511425,,,0.0,1,140
2113280.30264358,151887.02451366177,,,0.0,1,116
4978.597039205762,351.12336104061126,,,0.0,1,208
43901.23334622995,5233.995633733273,,,0.0,1,183
8784.01523443083,1606.3502059514344,,,0.0,1,196
2376.8519112740746,231.14778641874952,,,0.0,1,10
327680.103198819,85162.82673240692,,,0.0,1,45
33250.6028697967,4653.656642197748,,,0.0,1,40
64713.91956666159,4720.421771021009,,,0.0,1,50
482813.6077042517,86693.16198409599,,,0.0,1,35
306013.744094796,55778.50518206227,,,0.0,1,282
128802547.01170266,40297677.37299992,,,0.0,1,200
3919283.6536674304,383242.0793164759,,,0.0,1,302
183532.91177301464,9093.102325483937,,,0.0,1,4
194573.3913502139,135122.2486310618,,,0.0,1,27
1718.3145982558283,195.6756435111061,,,0.0,1,9
20909465.9324944,431534.9551620119,,,0.0,1,241
2745320.5926744486,375179.1570582874,,,0.0,1,75
353220.2432354041,23491.38435457261,,,0.0,1,71
